Codigo,NomeCatalogoAtual,NomeCadastro,DescricaoCadastro,EspecificacoesCadastro
5138,LAMPADA BULBO T120 40W 6500K E27,LAMPADA BULBO T120 40W 6500K E27,Lâmpada LED Bulbo 40W T-120 Bivolt 6500K E27,CÓDIGO: 5138\REFERÊNCIA: 5138\POTÊNCIA(W): 40W\BASE: E27\CORRENTE: 277mA 127V 156mA 220V\FLUXO LUMINOSO (lm): 3200lm\TEMP. COR(K): 6.500K\TENSÃO(V): 100-240V\FREQUÊNCIA: 50/60Hz\EQUIV. INCANDESCENTE: 220W\DIMENSÃO APROX: 168x118mm\IRC: 80\FATOR DE POTÊNCIA: >0.92\VIDA ÚTIL (L70): 25.000h\ ÂNGULO: 180°\PESO: 133g\GARANTIA: 2 anos
5139,PENDENTE NT-303A E27X1,PENDENTE NT-303A E27X1,Luminária Pendente NT-303A Ambar E27x1,CÓDIGO: 5139\REFERÊNCIA: 5139\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: Ø200x350mm\COR: AMBAR\CABO DE FORÇA APROX: 1M\ MATERIAL: METAL + VIDRO\GARANTIA: 1 ano
5140,PENDENTE NT-303P E27X1,PENDENTE NT-303P E27X1,Luminária Pendente NT-303P Preto E27x1,CÓDIGO: 5140\REFERÊNCIA: 5140\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: Ø200x350mm\COR: PRETO\CABO DE FORÇA APROX: 1M\ MATERIAL: METAL + VIDRO\GARANTIA: 1 ano
5141,PENDENTE CONVERT-002R ROSE E27X1,PENDENTE CONVERT-002R ROSE E27X1,Luminária Pendente CONVERT-002R Rosê Gold E27x1,CÓDIGO: 5141\REFERÊNCIA: 5141\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: Ø200x180mm\COR: ROSÊ GOLD\CABO DE FORÇA APROX: 1M\ MATERIAL: METAL\GARANTIA: 1 ano
5142,PENDENTE CONVERT-002P PRETO E27X1,PENDENTE CONVERT-002P PRETO E27X1,Luminária Pendente CONVERT-002P Preto E27x1,CÓDIGO: 5142\REFERÊNCIA: 5142\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: Ø200x180mm\COR: PRETO\CABO DE FORÇA APROX: 1M\ MATERIAL: METAL\GARANTIA: 1 ano
5143,PENDENTE CONVERT-001R ROSE E27X1,PENDENTE CONVERT-001R ROSE E27X1,Luminária Pendente CONVERT-001R Rosê Gold E27x1,CÓDIGO: 5143\REFERÊNCIA: 5143\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: Ø200x250mm\COR: ROSÊ GOLD\CABO DE FORÇA APROX: 1M\ MATERIAL: METAL\GARANTIA: 1 ano
5144,PENDENTE CONVERT-001P PRETO E27X1,PENDENTE CONVERT-001P PRETO E27X1,Luminária Pendente CONVERT-001P Preto E27x1,CÓDIGO: 5144\REFERÊNCIA: 5144\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: Ø200x250mm\COR: PRETO\CABO DE FORÇA APROX: 1M\ MATERIAL: METAL\GARANTIA: 1 ano
5145,PENDENTE LP-016P SMD 40W 3 EM 1,PENDENTE LP-016P SMD 40W 3 EM 1,Luminária Pendente LED LP-016P 40W 3 em 1 Bivolt,CÓDIGO: 5145\REFERÊNCIA: 5145\POTÊNCIA(W): 40W\TENSÃO(V): 100-240V\ TEMP. COR(K): 3 EM 1\DIMENSÕES: 75x30x120cm\GARANTIA: 1 ano
5146,LAMPADA BULBO T80 20W 6500K BIVOLT E27,LAMPADA BULBO T80 20W 6500K BIVOLT E27,Lâmpada LED Bulbo 20W T-80 Bivolt 6500K E27,CÓDIGO: 5146\REFERÊNCIA: 5146\POTÊNCIA(W): 20W\BASE: E27\CORRENTE: 153mA 127V 95mA 220V\FLUXO LUMINOSO (lm): 1600lm\TEMP. COR(K): 6.500K\TENSÃO(V): 100-240V\FREQUÊNCIA: 50/60Hz\EQUIV. INCANDESCENTE: 100W\DIMENSÃO APROX: 120x80mm\IRC: 80\FATOR DE POTÊNCIA: >0.7\VIDA ÚTIL (L70): 25.000h\ ÂNGULO: 180°\PESO: 59.7g\GARANTIA: 2 anos
5147,LAMPADA BULBO T100 30W 6500K BIVOLT E27,LAMPADA BULBO T100 30W 6500K BIVOLT E27,Lâmpada LED Bulbo 30W T-100 Bivolt 6500K E27,CÓDIGO: 5147\REFERÊNCIA: 5147\POTÊNCIA(W): 30W\BASE: E27\CORRENTE: 210mA 127V 121mA 220V\FLUXO LUMINOSO (lm): 2400lm\TEMP. COR(K): 6.500K\TENSÃO(V): 100-240V\FREQUÊNCIA: 50/60Hz\EQUIV. INCANDESCENTE: 150W\DIMENSÃO APROX: 153x100mm\IRC: 80\FATOR DE POTÊNCIA: >0.92\VIDA ÚTIL (L70): 25.000h\ ÂNGULO: 180°\PESO: 94.5g\GARANTIA: 2 anos
5149,FITA LED 2835 2700K 12V 5M,FITA LED 2835 2700K 12V 5M,Fita LED flexível 2835 2700K 5mt com fonte 12v (Luz Branca Quente),CÓDIGO: 5149\REFERÊNCIA: 5149\POTÊNCIA(W): 24W\QUANTIDADE DE LEDS: 60 LEDS/M\VOLTAGEM: 12V\COMPRIMENTO: 5000X8MM\TENSÃO FONTE(V): 100-240V\TEMP. COR(K): 2700K\GARANTIA: 1 ano
5150,LUMINARIA HORIZON-001 SMD 40W 4000K,LUMINARIA HORIZON-001 SMD 40W 4000K,Luminária LED Pendente HORIZON-001 40W 4000K,CÓDIGO: 5150\REFERÊNCIA: 5150\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: L900xW700xH170MM\COR: PRETO + DOURADO\ MATERIAL: ALUMÍNIO + METAL\MATERIAL DA BASE: METAL\GARANTIA: 1 ano
5151,LUMINARIA HORIZON-002 SMD 50W 4000K,LUMINARIA HORIZON-002 SMD 50W 4000K,Luminária LED Pendente HORIZON-002 50W 4000K,CÓDIGO: 5151\REFERÊNCIA: 5151\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: L1190xW1190xH205MM\COR: PRETO + DOURADO\ MATERIAL: ALUMÍNIO + METAL\MATERIAL DA BASE: METAL\GARANTIA: 1 ano
5152,LUMINARIA HORIZON-003 SMD 60W 4000K,LUMINARIA HORIZON-003 SMD 60W 4000K,Luminária LED Pendente HORIZON-003 60W 4000K,CÓDIGO: 5152\REFERÊNCIA: 5152\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: Ø 1350MMxH240MM\COR: PRETO + DOURADO\ MATERIAL: ALUMÍNIO + METAL\MATERIAL DA BASE: METAL\GARANTIA: 1 ano
5153,PENDENTE NDA-01D SMD 30W 4000K,PENDENTE NDA-01D SMD 30W 4000K,Luminária LED Pendente NDA-01D 30W 4000K,CÓDIGO: 5153\REFERÊNCIA: 5153\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: Ø 780MMxH590MM\COR: DOURADO\ MATERIAL: ALUMÍNIO + METAL\MATERIAL DA BASE: METAL\GARANTIA: 1 ano
5154,PENDENTE NDA-02D SMD 40W 4000K,PENDENTE NDA-02D SMD 40W 4000K,Luminária LED Pendente NDA-02D 40W 4000K,CÓDIGO: 5154\REFERÊNCIA: 5154\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: Ø 780MMxH590MM\COR: DOURADO\ MATERIAL: ALUMÍNIO + METAL\MATERIAL DA BASE: METAL\GARANTIA: 1 ano
5156,ARANDELA ORBE-101 G9X1,ARANDELA ORBE-101 G9X1,Luminária Arandela ORBE-101 Soquete G9,CÓDIGO: 5156\REFERÊNCIA: 5156\COR: DOURADO\DIMENSÕES: D150mmxH320mm\GARANTIA: 1 ano
5157,ARANDELA ORBE-102 E27X1,ARANDELA ORBE-102 E27X1,Luminária Arandela ORBE-102 Soquete E27,CÓDIGO: 5157\REFERÊNCIA: 5157\COR: DOURADO\DIMENSÕES: D250mmxH500mm\GARANTIA: 1 ano
5158,PENDENTE NT-601 E27X6,PENDENTE NT-601 E27X6,Luminária Pendente NT-601 E27x6,CÓDIGO: 5158\REFERÊNCIA: 5158\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: D660xH480mm\COR: DOURADO\ MATERIAL: METAL + VIDRO\GARANTIA: 1 ano
5159,PENDENTE NT-602 E27X8,PENDENTE NT-602 E27X8,Luminária Pendente NT-602 E27x8,CÓDIGO: 5159\REFERÊNCIA: 5159\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: D760xH480mm\COR: DOURADO\ MATERIAL: METAL + VIDRO\GARANTIA: 1 ano
5160,TARTARUGA LED 10W 6500K,TARTARUGA LED 10W 6500K,Luminária Tartaruga LED 10W 6500K,"CÓDIGO: 5160\REFERÊNCIA: 5160\TENSÃO(V): 100-240V\POTÊNCIA: 10W\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 750\FATOR DE POTÊNCIA: >0,5\DIMENSÕES: 168x72x47mm\GARANTIA: 1 ano"
5161,TARTARUGA LED 10W 3000K,TARTARUGA LED 10W 3000K,Luminária Tartaruga LED 10W 3000K,"CÓDIGO: 5161\REFERÊNCIA: 5161\TENSÃO(V): 100-240V\POTÊNCIA: 10W\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 750\FATOR DE POTÊNCIA: >0,5\DIMENSÕES: 168x72x47mm\GARANTIA: 1 ano"
5162,TARTARUGA LED 15W 6500K,TARTARUGA LED 15W 6500K,Luminária Tartaruga LED 15W 6500K,"CÓDIGO: 5162\REFERÊNCIA: 5162\TENSÃO(V): 100-240V\POTÊNCIA: 15W\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 1125lm\FATOR DE POTÊNCIA: >0,5\DIMENSÕES: 210x102x58mm\GARANTIA: 1 ano"
5163,TARTARUGA LED 15W 3000K,TARTARUGA LED 15W 3000K,Luminária Tartaruga LED 15W 3000K,"CÓDIGO: 5163\REFERÊNCIA: 5163\TENSÃO(V): 100-240V\POTÊNCIA: 15W\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 1125lm\FATOR DE POTÊNCIA: >0,5\DIMENSÕES: 210x102x58mm\GARANTIA: 1 ano"
5169,LUM. PERFIL EMBUTIR PE002B 2M 23.6MMx7MM,LUM. PERFIL EMBUTIR PE002B 2M 23.6MMx7MM,"PERFIL DE EMBUTIR 2M PE002B 23,6x7mm","CÓDIGO: 5169\REFERÊNCIA: 5169\LARGURA TAMPA: 23,6mm\ALTURA: 7mm\LARGURA PERFIL: 17mm\ LARGURA INTERNA: 12mm\ESPESSURA: 0,5mm\PESO: 162g\MATERIAL: Aço inox\COR: Branco\DIFUSOR: Leitoso\GARANTIA: 1 ano"
5170,LUM. PERFIL EMBUTIR PE003B 2M 24.2MMx14.3MM,LUM. PERFIL EMBUTIR PE003B 2M 24.2MMx14.3MM,"PERFIL DE EMBUTIR 2M PE003B 24,2x14,3mm","CÓDIGO: 5170\REFERÊNCIA: 5170\LARGURA TAMPA: 24,2mm\ALTURA: 14,3mm\LARGURA PERFIL: 17mm\ LARGURA INTERNA: 12,6mm\ESPESSURA: 0,7mm\PESO: 250g\MATERIAL: Aço inox\COR: Branco\ DIFUSOR: Leitoso\GARANTIA: 1 ano"
5171,PENDENTE NT-010P E27X1,PENDENTE NT-010P E27X1,Luminária Pendente NT-010P Para 01 lâmpada soquete E27,CÓDIGO: 5171\REFERÊNCIA: 5171|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5172,PENDENTE NT-018P E27X1,PENDENTE NT-018P E27X1,Luminária Pendente NT-018P Para 01 lâmpada soquete E27,CÓDIGO: 5172\REFERÊNCIA: 5172|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5173,PENDENTE NT-018B E27X1,PENDENTE NT-018B E27X1,Luminária Pendente NT-018B Para 01 lâmpada soquete E27,CÓDIGO: 5173\REFERÊNCIA: 5173|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5174,PENDENTE NT-017R E27X1,PENDENTE NT-017R E27X1,Luminária Pendente NT-017R Para 01 lâmpada soquete E27,CÓDIGO: 5174\REFERÊNCIA: 5174|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5175,PENDENTE NT-017D E27X1,PENDENTE NT-017D E27X1,Luminária Pendente NT-017D Para 01 lâmpada soquete E27,CÓDIGO: 5175\REFERÊNCIA: 5175|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5176,PENDENTE NT-015P E27X1,PENDENTE NT-015P E27X1,Luminária Pendente NT-015P Para 01 lâmpada soquete E27,CÓDIGO: 5176\REFERÊNCIA: 5176|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5177,PENDENTE NT-013B E27X1,PENDENTE NT-013B E27X1,Luminária Pendente NT-013B Para 01 lâmpada soquete E27,CÓDIGO: 5177\REFERÊNCIA: 5177|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5178,PENDENTE NT-012P E27X1,PENDENTE NT-012P E27X1,Luminária Pendente NT-012P Para 01 lâmpada soquete E27,CÓDIGO: 5178\REFERÊNCIA: 5178|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5179,PENDENTE NT-012B E27X1,PENDENTE NT-012B E27X1,Luminária Pendente NT-012B Para 01 lâmpada soquete E27,CÓDIGO: 5179\REFERÊNCIA: 5179|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5180,PENDENTE NT-013P E27X1,PENDENTE NT-013P E27X1,Luminária Pendente NT-013P Para 01 lâmpada soquete E27,CÓDIGO: 5180\REFERÊNCIA: 5180|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5181,PENDENTE NT-016P E27X1,PENDENTE NT-016P E27X1,Luminária Pendente NT-016P Para 01 lâmpada soquete E27,CÓDIGO: 5181\REFERÊNCIA: 5181|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5182,PENDENTE NT-016D E27X1,PENDENTE NT-016D E27X1,Luminária Pendente NT-016D Para 01 lâmpada soquete E27,CÓDIGO: 5182\REFERÊNCIA: 5182|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5183,PENDENTE LP-02R SMD 45W 3 EM 1,PENDENTE LP-02R SMD 45W 3 EM 1,Luminária LED de Teto Pendente LP-02R 45W 3 em 1 Rosê Gold,CÓDIGO: 5183\REFERÊNCIA: 5183\POTÊNCIA: 45W\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: Ø500X1000mm\GARANTIA: 1 ano
5184,PENDENTE ORBE-003 E27X1,PENDENTE ORBE-003 E27X1,Luminária Pendente ORBE-003 E27x1,CÓDIGO: 5184\REFERÊNCIA: 5184\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: Ø350x1350mm\COR: DOURADO\CABO DE FORÇA APROX: 1M\ MATERIAL: VIDRO + METAL\GARANTIA: 1 ano
5185,PENDENTE ORBE-004 E27X1,PENDENTE ORBE-004 E27X1,Luminária Pendente ORBE-004 E27x1,CÓDIGO: 5185\REFERÊNCIA: 5185\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: Ø250x1500mm\COR: DOURADO\CABO DE FORÇA APROX: 1M\ MATERIAL: VIDRO + METAL\GARANTIA: 1 ano
5186,PENDENTE ORBE-001 E27X1,PENDENTE ORBE-001 E27X1,Luminária Pendente ORBE-001 E27x1,CÓDIGO: 5186\REFERÊNCIA: 5186\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: Ø250x1400mm\COR: DOURADO\CABO DE FORÇA APROX: 1M\ MATERIAL: VIDRO + METAL\GARANTIA: 1 ano
5187,PENDENTE NT-603 E27X5,PENDENTE NT-603 E27X5,Luminária Pendente NT-603 Para 5 lâmpadas soquete E27,CÓDIGO: 5187\REFERÊNCIA: 5187|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5188,PENDENTE NT-604 E27X6,PENDENTE NT-604 E27X6,Luminária Pendente NT-604 Para 6 lâmpadas soquete E27,CÓDIGO: 5188\REFERÊNCIA: 5188|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5189,LUSTRE LTR-001 E14X20,LUSTRE LTR-001 E14X20,Lustre LTR-001 Para 20 lâmpadas soquete E14,CÓDIGO: 5189\REFERÊNCIA: 5189|BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5190,PENDENTE LP-017 45W 4000K,PENDENTE LP-017 45W 4000K,Luminária LED Pendente LP-017 SMD 45W 4000K,CÓDIGO: 5190\REFERÊNCIA: 5190\TEMPERATURA DE COR: 4000K\POTÊNCIA: 45W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5191,PENDENTE LP-301 45W 4000K,PENDENTE LP-301 45W 4000K,Luminária LED Pendente LP-301 SMD 45W 4000K,CÓDIGO: 5191\REFERÊNCIA: 5191\TEMPERATURA DE COR: 4000K\POTÊNCIA: 45W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5192,PENDENTE LPR-002 G9X6,PENDENTE LPR-002 G9X6,Luminária Pendente LPR-002 Para 6 lâmpadas soquete G9,CÓDIGO: 5192\REFERÊNCIA: 5192|BASE: G9\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5193,PENDENTE GENOVA 01 SMD 36W 4000K,PENDENTE GENOVA 01 SMD 36W 4000K,Luminária LED Pendente GENOVA 01 SMD 36W 4000K,CÓDIGO: 5193\REFERÊNCIA: 5193\TEMPERATURA DE COR: 4000K\POTÊNCIA: 36W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5194,PENDENTE GENOVA 02 SMD 36W 4000K,PENDENTE GENOVA 02 SMD 36W 4000K,Luminária LED Pendente GENOVA 02 SMD 36W 4000K,CÓDIGO: 5194\REFERÊNCIA: 5194\TEMPERATURA DE COR: 4000K\POTÊNCIA: 36W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5195,PENDENTE LPR-001 G9X5,PENDENTE LPR-001 G9X5,Luminária Pendente LPR-001 Para 5 lâmpadas soquete G9,CÓDIGO: 5195\REFERÊNCIA: 5195|BASE: G9\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5196,LUMINÁRIA MOLECULAR LM-002 G9X5,LUMINÁRIA MOLECULAR LM-002 G9X5,Luminária MOLECULAR LM-002 Para 5 lâmpadas soquete G9,CÓDIGO: 5196\REFERÊNCIA: 5196|BASE: G9\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5197,LUMINARIA MOLECULAR LM-003 G9X6,LUMINARIA MOLECULAR LM-003 G9X6,Luminária MOLECULAR LM-003 Para 6 lâmpadas soquete G9,CÓDIGO: 5197\REFERÊNCIA: 5197|BASE: G9\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5198,ARANDELA GENOVA SMD 12W 4000K,ARANDELA GENOVA SMD 12W 4000K,Luminária Arandela GENOVA SMD 12W 4000K,CÓDIGO: 5198\REFERÊNCIA: 5198\POTÊNCIA(W): 12W\COR: Preto\TENSÃO(V): 100 ~ 240V\TEMP. COR: 4000K\DIMENSÕES: L468xW120xH60mm\MATERIAL: Alumìnio + Metal\MATERIAL DA BASE: Metal\GARANTIA: 1 ano
5199,PENDENTE ORBE-002 E27X1,PENDENTE ORBE-002 E27X1,Luminária Pendente ORBE-002 E27x1,CÓDIGO: 5199\REFERÊNCIA: 5199\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: Ø300x1480mm\COR: DOURADO\CABO DE FORÇA APROX: 1M\ MATERIAL: VIDRO + METAL\GARANTIA: 1 ano
5200,PENDENTE ORBE-005 E14X1,PENDENTE ORBE-005 E14X1,Luminária Pendente ORBE-005 E14x1,CÓDIGO: 5200\REFERÊNCIA: 5200\BASE: E14\TENSÃO(V): 100-240V\DIMENSÕES: Ø200x1400mm\COR: DOURADO\CABO DE FORÇA APROX: 1M\ MATERIAL: VIDRO + ALUMÍNIO + METAL\GARANTIA: 1 ano
5201,DRIVER PARA LUMINARIA DC-12W COM CONECTOR PARA PLUG P4,DRIVER PARA LUMINARIA DC-12W COM CONECTOR PARA PLUG P4,DRIVER PARA LUMINARIA DC-12W COM CONECTOR PARA PLUG P4,CÓDIGO: 5201\REFERÊNCIA: 5201\POTÊNCIA(W): 12W\AMPERAGEM: 120mA±5%\TENSÃO DE ENTRADA: AC 100-240V\TENSÃO DE SÁIDA: DC 48-80V\FREQUÊNCIA: 50/60Hz\TA: 50° C\TC: 75°C\GARANTIA: 1 ano
5202,DRIVER PARA LUMINARIA DC-18W COM CONECTOR PARA PLUG P4,DRIVER PARA LUMINARIA DC-18W COM CONECTOR PARA PLUG P4,DRIVER PARA LUMINARIA DC-18W COM CONECTOR PARA PLUG P4,CÓDIGO: 5202\REFERÊNCIA: 5202\POTÊNCIA(W): 18W\AMPERAGEM: 180mA±5%\TENSÃO DE ENTRADA: AC 100-240V\TENSÃO DE SÁIDA: DC 54-96V\FREQUÊNCIA: 50/60Hz\TA: 50° C\TC: 75°C\GARANTIA: 1 ano
5203,DRIVER PARA LUMINARIA DC-25W COM CONECTOR PARA PLUG P4,DRIVER PARA LUMINARIA DC-25W COM CONECTOR PARA PLUG P4,DRIVER PARA LUMINARIA DC-25W COM CONECTOR PARA PLUG P4,CÓDIGO: 5203\REFERÊNCIA: 5203\POTÊNCIA(W): 25W\AMPERAGEM: 240mA±5%\TENSÃO DE ENTRADA: AC 100-240V\TENSÃO DE SÁIDA: DC 75-100V\FREQUÊNCIA: 50/60Hz\TA: 50° C\TC: 75°C\GARANTIA: 1 ano
5204,PENDENTE NT-606P E27X8,PENDENTE NT-606P E27X8,Luminária Pendente NT-606P E27x8,CÓDIGO: 5204\REFERÊNCIA: 5204\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: D800xH480mm\COR: PRETO\ MATERIAL: METAL + VIDRO\GARANTIA: 1 ano
5205,LUSTRE LTR-011D E14X6,LUSTRE LTR-011D E14X6,Lustre LTR-011D para 06 lâmpadas E14,CÓDIGO: 5205\REFERÊNCIA: 5205\BASE: E14\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5206,LUSTRE LTR-011P E14X6,LUSTRE LTR-011P E14X6,Lustre LTR-011P para 06 lâmpadas E14,CÓDIGO: 5206\REFERÊNCIA: 5206\BASE: E14\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5207,PENDENTE LP-02 45W 3 EM 1,PENDENTE LP-02 45W 3 EM 1,Pendente LP-02 45W 3 em 1,CÓDIGO: 5207\REFERÊNCIA: 5207\POTÊNCIA: 45W\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: Ø500X1000mm\GARANTIA: 1 ano
5208,PENDENTE LP-03 45W 3 EM 1,PENDENTE LP-03 45W 3 EM 1,Pendente LP-03 45W 3 em 1,CÓDIGO: 5208\REFERÊNCIA: 5208\POTÊNCIA: 45W\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: 760x280x1000mm\GARANTIA: 1 ano
5209,LUMINARIA EMBUTIR PS-01Q 6W 6500K,LUMINARIA EMBUTIR PS-01Q 6W 6500K,Luminária de embutir quadrada PS-01Q 6W 6500K,CÓDIGO: 5209\REFERÊNCIA: 5209\POTÊNCIA(W): 6W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 380lm\DIMENSÕES: 90x90x38mm\VIDA ÚTIL: 15.000h\TEMPERATURA OPERACIONAL: -25°C~60°C\GARANTIA: 1 ano
5210,LUMINARIA EMBUTIR PS-01Q 6W 3000K,LUMINARIA EMBUTIR PS-01Q 6W 3000K,Luminária de embutir quadrada PS-01Q 6W 3000K,CÓDIGO: 5210\REFERÊNCIA: 5210\POTÊNCIA(W): 6W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 380lm\DIMENSÕES: 90x90x38mm\VIDA ÚTIL: 15.000h\TEMPERATURA OPERACIONAL: -25°C~60°C\GARANTIA: 1 ano
5211,LUMINARIA EMBUTIR PS-02Q 10W 6500K,LUMINARIA EMBUTIR PS-02Q 10W 6500K,Luminária de embutir quadrada PS-02Q 10W 6500K,CÓDIGO: 5211\REFERÊNCIA: 5211\POTÊNCIA(W): 10W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 800lm\DIMENSÕES: 120x120x20mm\VIDA ÚTIL: 15.000h\TEMPERATURA OPERACIONAL: -25°C~60°C\GARANTIA: 1 ano
5212,LUMINARIA EMBUTIR PS-02Q 10W 3000K,LUMINARIA EMBUTIR PS-02Q 10W 3000K,Luminária de embutir quadrada PS-02Q 10W 3000K,CÓDIGO: 5212\REFERÊNCIA: 5212\POTÊNCIA(W): 10W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 800lm\DIMENSÕES: 120x120x20mm\VIDA ÚTIL: 15.000h\TEMPERATURA OPERACIONAL: -25°C~60°C\GARANTIA: 1 ano
5213,LUMINARIA EMBUTIR PS-03Q 15W 6500K,LUMINARIA EMBUTIR PS-03Q 15W 6500K,Luminária de embutir quadrada PS-03Q 15W 6500K,CÓDIGO: 5213\REFERÊNCIA: 5213\POTÊNCIA(W): 15W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 1200lm\DIMENSÕES: 170x170x20mm\VIDA ÚTIL: 15.000h\TEMPERATURA OPERACIONAL: -25°C~60°C\GARANTIA: 1 ano
5214,LUMINARIA EMBUTIR PS-03Q 15W 3000K,LUMINARIA EMBUTIR PS-03Q 15W 3000K,Luminária de embutir quadrada PS-03Q 15W 3000K,CÓDIGO: 5214\REFERÊNCIA: 5214\POTÊNCIA(W): 15W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 1200lm\DIMENSÕES: 170x170x20mm\VIDA ÚTIL: 15.000h\TEMPERATURA OPERACIONAL: -25°C~60°C\GARANTIA: 1 ano
5215,LUMINARIA EMBUTIR PS-04Q 22W 6500K,LUMINARIA EMBUTIR PS-04Q 22W 6500K,Luminária de embutir quadrada PS-04Q 22W 6500K,CÓDIGO: 5215\REFERÊNCIA: 5215\POTÊNCIA(W): 22W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 1760lm\DIMENSÕES: 220x220x20mm\VIDA ÚTIL: 15.000h\TEMPERATURA OPERACIONAL: -25°C~60°C\GARANTIA: 1 ano
5216,LUMINARIA EMBUTIR PS-04Q 22W 3000K,LUMINARIA EMBUTIR PS-04Q 22W 3000K,Luminária de embutir quadrada PS-04Q 22W 3000K,CÓDIGO: 5216\REFERÊNCIA: 5216\POTÊNCIA(W): 22W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 1760lm\DIMENSÕES: 220x220x20mm\VIDA ÚTIL: 15.000h\TEMPERATURA OPERACIONAL: -25°C~60°C\GARANTIA: 1 ano
5217,LUMINARIA UMBRELLA 48W 4000K,LUMINARIA UMBRELLA 48W 4000K,Luminária UMBRELLA SMD 48W 4000K,CÓDIGO: 5217\REFERÊNCIA: 5217\TEMPERATURA DE COR: 4000K\POTÊNCIA: 48W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5218,PENDENTE LP-01R 35W 3 EM 1,PENDENTE LP-01R 35W 3 EM 1,Pendente LP-01R 35W 3 em 1,CÓDIGO: 5218\REFERÊNCIA: 5218\TEMPERATURA DE COR: 3 em 1\POTÊNCIA: 35W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
